FarFromStation,Age,Price,ManagementPrice,TotalPrice
24,40,7.9,0.3,8.200000000000001
16,32,7.5,0.4,7.9
19,36,6.2,0.25,6.45
27,35,6.8,0.0,6.8
16,32,7.5,0.4,7.9
21,36,6.2,0.25,6.45
38,4,10.2,0.4,10.6
38,22,8.3,0.3,8.600000000000001
42,25,8.5,0.4,8.9
40,18,10.0,0.4,10.4
42,20,10.2,0.7,10.899999999999999
11,15,8.0,0.0,8.0
11,15,8.0,0.0,8.0
10,5,9.95,1.45,11.399999999999999
10,5,9.95,1.45,11.399999999999999
9,20,9.6,0.3,9.9
9,20,9.6,0.3,9.9
9,20,9.6,0.3,9.9
8,20,9.6,0.3,9.9
8,20,9.6,0.3,9.9
8,20,9.6,0.3,9.9
12,17,7.8,0.2,8.0
30,28,8.5,0.3,8.8
8,24,7.7,0.3,8.0
42,32,7.3,0.2,7.5
42,32,7.3,0.2,7.5
6,12,10.6,0.3,10.9
33,28,7.4,0.3,7.7
33,28,7.4,0.3,7.7
9,26,9.2,0.45,9.649999999999999
9,26,9.2,0.45,9.649999999999999
9,26,9.2,0.45,9.649999999999999
10,25,7.7,0.3,8.0
10,25,7.7,0.3,8.0
10,25,7.7,0.3,8.0
10,25,7.7,0.3,8.0
30,28,8.5,0.3,8.8
30,31,7.9,0.5,8.4
30,31,7.9,0.5,8.4
30,31,7.9,0.5,8.4
9,26,6.7,0.0,6.7
11,21,9.65,0.35,10.0
9,29,7.6,0.4,8.0
21,34,6.7,0.3,7.0
29,34,6.7,0.3,7.0
32,29,6.7,0.25,6.95
9,29,7.4,0.4,7.800000000000001
6,23,9.65,0.35,10.0
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.2,0.45,9.649999999999999
10,26,9.4,0.45,9.85
10,26,9.4,0.45,9.85
10,26,9.4,0.45,9.85
10,26,9.4,0.45,9.85
41,30,7.3,0.4,7.7
11,23,9.65,0.35,10.0
44,36,6.9,0.4,7.300000000000001
44,36,6.9,0.4,7.300000000000001
9,22,11.9,1.0,12.9
9,22,11.9,1.0,12.9
9,22,11.9,1.0,12.9
9,22,11.9,1.0,12.9
9,22,11.9,1.0,12.9
9,22,11.9,1.0,12.9
9,28,6.5,0.0,6.5
9,31,7.4,0.2,7.6000000000000005
10,27,6.5,0.3,6.8
10,27,6.5,0.3,6.8
10,27,6.5,0.3,6.8
10,27,6.5,0.3,6.8
10,27,6.5,0.3,6.8
10,27,6.5,0.3,6.8
8,29,6.7,0.0,6.7
41,26,8.5,0.3,8.8
5,19,11.8,0.3,12.100000000000001
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
12,23,9.65,0.35,10.0
10,22,11.9,1.0,12.9
10,22,11.9,1.0,12.9
7,31,7.5,0.0,7.5
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
2,26,8.3,0.0,8.3
12,28,7.9,0.3,8.200000000000001
12,28,7.9,0.3,8.200000000000001
12,28,7.9,0.3,8.200000000000001
12,26,9.2,0.45,9.649999999999999
2,27,8.3,0.2,8.5
2,27,8.3,0.2,8.5
2,27,8.3,0.2,8.5
7,31,7.0,0.0,7.0
1,26,8.3,0.0,8.3
13,23,9.65,0.35,10.0
9,33,6.3,0.1,6.3999999999999995
7,31,6.5,0.2,6.7
2,19,11.7,0.8,12.5
28,36,8.0,0.2,8.2
28,36,8.0,0.2,8.2
28,36,8.5,0.2,8.7
10,33,6.7,0.3,7.0
1,19,11.7,0.8,12.5
37,33,7.4,0.2,7.6000000000000005
12,31,7.4,0.2,7.6000000000000005
12,31,7.4,0.2,7.6000000000000005
10,33,6.3,0.1,6.3999999999999995
10,33,6.3,0.1,6.3999999999999995
37,33,7.1,0.2,7.3
10,34,5.9,0.3,6.2
2,33,8.5,0.4,8.9
2,33,8.5,0.4,8.9
2,33,8.5,0.4,8.9
7,42,7.6,0.4,8.0
15,27,6.8,0.3,7.1
12,34,6.4,0.0,6.4
3,36,6.9,0.0,6.9
14,29,5.9,0.2,6.1000000000000005
12,34,5.6,0.8,6.3999999999999995
12,34,5.6,0.8,6.3999999999999995
12,35,5.6,0.8,6.3999999999999995
12,35,5.6,0.8,6.3999999999999995
11,23,16.0,0.5,16.5
16,28,6.4,0.3,6.7
14,34,6.6,0.6,7.199999999999999
14,34,6.6,0.6,7.199999999999999
14,34,6.6,0.6,7.199999999999999
14,34,6.6,0.6,7.199999999999999
14,34,6.6,0.6,7.199999999999999
14,34,6.6,0.6,7.199999999999999
8,44,6.0,0.0,6.0
11,40,5.8,0.2,6.0
15,34,6.6,0.6,7.199999999999999
15,34,6.6,0.6,7.199999999999999
13,38,6.0,0.1,6.1
12,39,5.0,0.2,5.2
33,36,6.5,0.1,6.6
12,42,5.7,0.1,5.8
35,36,6.3,0.1,6.3999999999999995
34,36,6.3,0.1,6.3999999999999995
18,37,6.5,0.0,6.5
18,35,5.8,0.2,6.0
19,26,7.6,0.5,8.1
19,26,7.6,0.5,8.1
37,25,6.7,0.2,6.9
20,26,7.6,0.5,8.1
15,28,8.6,0.3,8.9
24,33,7.3,0.0,7.3
10,31,7.0,0.4,7.4
15,28,8.7,0.3,9.0
16,28,8.7,0.3,9.0
18,35,8.9,0.3,9.200000000000001
18,35,8.9,0.3,9.200000000000001
17,27,7.0,0.3,7.3
24,34,7.5,0.0,7.5
14,32,7.9,0.0,7.9
15,30,7.9,0.7,8.6
15,30,7.9,0.7,8.6
17,27,7.0,0.3,7.3
28,28,7.4,0.55,7.95
28,28,7.4,0.55,7.95
28,40,7.9,0.3,8.200000000000001
19,39,7.0,0.0,7.0
17,35,7.0,0.0,7.0
14,31,7.9,0.7,8.6
14,31,7.9,0.7,8.6
17,35,6.5,0.0,6.5
17,35,6.5,0.0,6.5
31,27,8.0,0.5,8.5
31,27,8.0,0.5,8.5
15,32,7.5,0.4,7.9
16,32,7.5,0.4,7.9
16,32,7.5,0.4,7.9
14,32,7.5,0.4,7.9
16,32,7.5,0.4,7.9
17,32,7.5,0.4,7.9
16,32,7.5,0.4,7.9
15,36,6.8,0.0,6.8
24,39,7.0,0.0,7.0
15,36,6.8,0.0,6.8
15,36,6.8,0.0,6.8
15,36,6.8,0.0,6.8
19,34,7.2,0.0,7.2
19,34,7.2,0.0,7.2
22,33,6.2,0.3,6.5
20,31,6.7,0.0,6.7
18,36,6.2,0.25,6.45
19,36,6.2,0.25,6.45
19,36,6.2,0.25,6.45
18,36,6.2,0.25,6.45
18,36,6.2,0.25,6.45
19,36,6.2,0.25,6.45
25,39,6.3,0.0,6.3
17,42,7.2,0.3,7.5
17,42,7.2,0.3,7.5
18,37,6.2,0.25,6.45
18,37,6.2,0.25,6.45
18,36,6.2,0.25,6.45
19,31,6.7,0.0,6.7
20,34,6.9,0.0,6.9
26,34,7.2,0.0,7.2
19,31,6.7,0.0,6.7
12,35,5.6,0.8,6.3999999999999995
29,39,5.7,0.2,5.9
29,39,5.6,0.2,5.8
19,26,7.6,0.5,8.1
18,27,8.3,0.0,8.3
25,20,11.7,0.7,12.399999999999999
27,20,11.7,0.7,12.399999999999999
26,20,11.7,0.7,12.399999999999999
30,20,11.7,0.7,12.399999999999999
26,20,11.7,0.7,12.399999999999999
25,27,7.8,0.0,7.8
18,26,8.3,0.5,8.8
40,24,5.9,0.1,6.0
26,20,11.7,0.7,12.399999999999999
16,26,8.9,0.0,8.9
18,26,7.6,0.5,8.1
18,26,7.6,0.5,8.1
24,30,7.5,0.0,7.5
23,31,7.6,0.2,7.8
14,32,7.9,0.0,7.9
18,28,8.5,0.3,8.8
23,35,7.6,0.2,7.8
30,29,7.4,0.3,7.7
30,29,7.4,0.3,7.7
30,29,7.4,0.3,7.7
15,28,8.6,0.3,8.9
15,28,8.6,0.3,8.9
15,28,8.6,0.3,8.9
15,28,8.6,0.3,8.9
15,28,8.6,0.3,8.9
15,32,7.9,0.0,7.9
14,32,7.9,0.0,7.9
18,35,8.9,0.3,9.200000000000001
20,35,8.9,0.3,9.200000000000001
26,27,7.4,0.55,7.95
27,27,7.4,0.55,7.95
26,27,7.4,0.55,7.95
15,28,8.7,0.3,9.0
25,33,7.2,0.3,7.5
17,27,7.0,0.3,7.3
18,27,7.0,0.3,7.3
18,27,7.0,0.3,7.3
16,27,7.0,0.3,7.3
18,35,8.9,0.3,9.200000000000001
16,27,6.8,0.3,7.1
16,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
18,27,6.8,0.3,7.1
18,27,6.8,0.3,7.1
15,35,6.8,0.0,6.8
15,35,6.8,0.0,6.8
18,35,8.9,0.3,9.200000000000001
27,27,7.4,0.55,7.95
28,27,7.4,0.55,7.95
29,27,7.4,0.55,7.95
25,27,7.4,0.55,7.95
28,27,7.4,0.55,7.95
14,32,7.9,0.0,7.9
14,32,7.9,0.0,7.9
16,28,6.8,0.3,7.1
25,34,7.5,0.0,7.5
15,30,7.9,0.7,8.6
15,30,7.9,0.7,8.6
15,30,7.9,0.7,8.6
15,30,7.9,0.7,8.6
15,30,7.9,0.7,8.6
23,35,6.3,0.2,6.5
15,36,7.1,0.2,7.3
27,28,7.4,0.55,7.95
28,28,7.4,0.55,7.95
17,27,7.0,0.3,7.3
17,27,7.0,0.3,7.3
17,27,7.0,0.3,7.3
17,27,7.0,0.3,7.3
17,27,7.0,0.3,7.3
17,27,7.0,0.3,7.3
24,33,6.3,0.2,6.5
24,33,6.3,0.2,6.5
24,33,6.3,0.2,6.5
17,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
17,27,6.8,0.3,7.1
26,34,6.5,0.2,6.7
24,34,6.5,0.2,6.7
25,33,7.7,0.5,8.2
27,33,7.7,0.5,8.2
25,33,7.7,0.5,8.2
28,33,7.7,0.5,8.2
28,33,7.7,0.5,8.2
25,34,6.2,0.0,6.2
19,39,7.0,0.0,7.0
19,39,7.0,0.0,7.0
19,39,7.0,0.0,7.0
19,39,7.0,0.0,7.0
19,39,7.0,0.0,7.0
19,39,7.0,0.0,7.0
17,35,7.0,0.0,7.0
17,35,7.0,0.0,7.0
17,35,7.0,0.0,7.0
17,35,7.0,0.0,7.0
17,35,7.0,0.0,7.0
17,35,7.0,0.0,7.0
15,36,6.8,0.0,6.8
25,34,6.0,0.0,6.0
31,27,8.0,0.5,8.5
31,27,8.0,0.5,8.5
25,34,5.8,0.0,5.8
22,33,6.3,0.2,6.5
20,33,6.3,0.2,6.5
23,33,6.3,0.2,6.5
24,33,6.3,0.2,6.5
23,33,6.3,0.2,6.5
23,33,6.3,0.2,6.5
17,35,6.5,0.0,6.5
17,35,6.5,0.0,6.5
17,35,6.5,0.0,6.5
17,35,6.5,0.0,6.5
19,38,8.4,0.3,8.700000000000001
15,36,6.8,0.0,6.8
15,36,6.8,0.0,6.8
15,36,6.8,0.0,6.8
18,34,7.2,0.0,7.2
19,34,7.2,0.0,7.2
19,34,7.2,0.0,7.2
19,34,7.2,0.0,7.2
25,33,7.7,0.5,8.2
25,39,7.0,0.0,7.0
25,39,7.0,0.0,7.0
18,37,7.2,0.3,7.5
28,29,6.0,0.3,6.3
26,29,6.0,0.3,6.3
27,29,6.0,0.3,6.3
28,29,6.0,0.3,6.3
13,43,5.9,0.3,6.2
17,42,8.8,0.3,9.100000000000001
17,42,8.8,0.3,9.100000000000001
19,36,6.2,0.25,6.45
19,36,6.2,0.25,6.45
19,36,6.2,0.25,6.45
18,36,6.2,0.25,6.45
19,36,6.2,0.25,6.45
18,36,6.2,0.25,6.45
18,36,6.2,0.25,6.45
17,42,7.2,0.3,7.5
26,35,6.8,0.0,6.8
18,36,6.2,0.25,6.45
16,42,7.1,0.3,7.3999999999999995
20,44,6.5,0.4,6.9
28,34,7.2,0.0,7.2
28,34,7.2,0.0,7.2
23,34,6.9,0.0,6.9
25,34,6.9,0.0,6.9
26,34,6.9,0.0,6.9
20,34,6.9,0.0,6.9
25,34,6.9,0.0,6.9
19,31,6.7,0.0,6.7
19,31,6.7,0.0,6.7
19,31,6.7,0.0,6.7
19,31,6.7,0.0,6.7
19,31,6.7,0.0,6.7
19,31,6.7,0.0,6.7
19,31,6.7,0.0,6.7
18,43,5.3,0.2,5.5
36,31,6.5,0.2,6.7
36,31,6.4,0.0,6.4
12,35,5.6,0.8,6.3999999999999995
26,39,5.7,0.2,5.9
26,39,5.7,0.2,5.9
26,39,5.6,0.2,5.8
26,39,5.6,0.2,5.8
27,39,5.6,0.2,5.8
21,36,5.8,0.2,6.0
29,39,5.7,0.2,5.9
29,39,5.6,0.2,5.8
28,39,5.6,0.2,5.8
29,39,5.6,0.2,5.8
25,39,4.7,0.1,4.8
25,45,4.9,0.1,5.0
10,33,7.5,0.3,7.8
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
15,36,7.0,0.2,7.2
16,33,5.7,0.3,6.0
8,33,6.7,0.0,6.7
6,32,8.0,0.6,8.6
8,36,6.7,0.0,6.7
9,39,8.0,0.6,8.6
8,39,8.0,0.6,8.6
3,14,8.5,0.5,9.0
17,31,6.7,0.3,7.0
22,33,5.6,0.3,5.8999999999999995
9,25,7.5,0.3,7.8
11,20,8.5,0.2,8.7
12,26,7.5,0.0,7.5
12,24,7.0,0.0,7.0
8,33,7.7,0.4,8.1
8,34,7.5,0.3,7.8
5,26,8.3,0.5,8.8
8,33,7.6,0.4,8.0
8,33,7.7,0.4,8.1
8,34,7.5,0.3,7.8
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
6,29,8.5,0.4,8.9
12,33,7.7,0.4,8.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
10,34,6.4,0.2,6.6000000000000005
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
5,36,6.8,0.2,7.0
17,26,7.8,0.2,8.0
16,28,8.0,0.3,8.3
16,28,8.0,0.3,8.3
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
14,36,7.0,0.2,7.2
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
9,41,5.5,0.0,5.5
15,36,7.0,0.2,7.2
1,31,10.0,0.7,10.7
17,29,6.3,0.0,6.3
10,44,5.7,0.3,6.0
11,53,6.5,0.2,6.7
9,34,7.0,0.3,7.3
9,34,7.0,0.3,7.3
11,28,8.2,0.3,8.5
9,35,7.0,0.3,7.3
8,33,6.7,0.0,6.7
15,36,5.0,0.2,5.2
13,50,6.3,0.2,6.5
7,33,8.0,0.6,8.6
6,32,8.0,0.6,8.6
6,32,8.0,0.6,8.6
8,36,6.7,0.0,6.7
8,36,6.7,0.0,6.7
8,36,6.7,0.0,6.7
8,36,6.7,0.0,6.7
8,36,6.7,0.0,6.7
8,36,6.7,0.0,6.7
8,36,6.7,0.0,6.7
9,36,6.2,0.2,6.4
9,39,8.0,0.6,8.6
8,39,8.0,0.6,8.6
8,39,8.0,0.6,8.6
2,36,4.9,0.3,5.2
6,39,8.0,0.6,8.6
6,39,8.0,0.6,8.6
6,39,8.0,0.6,8.6
6,39,8.0,0.6,8.6
6,39,8.0,0.6,8.6
6,39,8.0,0.6,8.6
19,36,6.3,0.2,6.5
15,35,5.9,0.0,5.9
2,29,6.3,0.63,6.93
2,29,6.2,0.63,6.83
31,29,7.4,0.3,7.7
31,29,7.7,0.0,7.7
31,29,7.7,0.0,7.7
31,29,7.8,0.2,8.0
44,29,7.5,0.0,7.5
28,26,7.1,0.4,7.5
28,28,6.8,0.0,6.8
28,28,6.7,0.2,6.9
28,28,6.8,0.0,6.8
25,51,5.0,0.0,5.0
40,34,5.5,0.0,5.5
9,25,7.5,0.3,7.8
9,25,7.5,0.3,7.8
8,20,8.5,0.2,8.7
10,20,8.5,0.2,8.7
10,25,7.5,0.3,7.8
10,21,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,20,8.5,0.2,8.7
11,25,7.0,0.0,7.0
36,29,5.0,0.2,5.2
12,20,8.5,0.2,8.7
13,24,7.5,0.0,7.5
13,20,8.5,0.2,8.7
13,20,8.5,0.2,8.7
13,25,7.5,0.0,7.5
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
12,26,7.0,0.0,7.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.6,0.4,8.0
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,33,7.7,0.4,8.1
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
8,34,7.5,0.3,7.8
7,33,7.5,0.3,7.8
4,26,8.3,0.5,8.8
4,26,8.3,0.5,8.8
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.2,0.3,7.5
8,34,7.6,0.4,8.0
7,33,7.2,0.3,7.5
8,35,7.5,0.3,7.8
13,27,7.5,0.3,7.8
8,35,7.2,0.3,7.5
10,34,7.2,0.3,7.5
11,33,7.6,0.4,8.0
11,33,7.7,0.4,8.1
4,16,11.2,0.6,11.799999999999999
14,26,7.8,0.2,8.0
10,33,6.5,0.2,6.7
10,33,6.5,0.2,6.7
14,27,7.8,0.2,8.0
10,33,6.3,0.2,6.5
10,33,6.3,0.2,6.5
12,33,7.6,0.4,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.3,8.0
12,33,7.7,0.4,8.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
4,35,7.1,0.0,7.1
15,26,7.8,0.2,8.0
15,26,7.8,0.2,8.0
15,26,7.8,0.2,8.0
10,34,6.2,0.0,6.2
4,34,6.8,0.2,7.0
4,25,10.0,0.3,10.3
4,25,10.0,0.3,10.3
4,25,10.0,0.3,10.3
14,27,6.5,0.2,6.7
14,27,6.5,0.2,6.7
14,27,6.5,0.2,6.7
15,28,8.0,0.3,8.3
15,28,8.0,0.3,8.3
15,28,8.0,0.3,8.3
15,28,8.0,0.3,8.3
15,28,8.0,0.3,8.3
15,27,6.5,0.2,6.7
15,27,6.5,0.2,6.7
15,27,6.5,0.2,6.7
15,29,8.0,0.2,8.2
17,26,7.8,0.2,8.0
10,39,6.2,0.2,6.4
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
16,29,8.0,0.3,8.3
10,45,7.2,0.2,7.4
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
1,31,9.3,0.7,10.0
22,14,8.2,0.5,8.7
17,28,8.0,0.3,8.3
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
11,40,6.2,0.0,6.2
14,31,9.1,0.8,9.9
2,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
1,31,10.0,0.7,10.7
14,30,9.6,0.8,10.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
12,45,7.2,0.2,7.4
17,29,6.0,0.3,6.3
10,44,5.7,0.3,6.0
10,44,5.5,0.3,5.8
10,44,5.5,0.3,5.8
10,44,5.5,0.3,5.8
10,44,5.5,0.3,5.8
10,49,6.0,0.2,6.2
